5	All Metal Services Ltd.	C209-210
5	AllClear Aerospace and Defense	3745
5	Alleima Tube AB	1335
5	Allen Aircraft Products, Inc.	41314
5	Allfast Fastening Systems	1355
5	ALLINOX COMPONENTS SRL	1245
5	Alloy Wire International	1320
5	ALMA SISTEMI SRL	1250
5	Alp Aviation	41341
5	Alpha Metalcraft Group	2033
5	Alpine Eagle Defence Ltd.	0025
6	ALRO S.A.	1553
6	ALRO SA	0150
6	ALTAIR (consortium)	1245
6	Altitude, University of Lancashire	1310
6	AMCo srl	1145,1147
6	AMDA FOUNDATION LIMITED	3311
6	AMDA Foundation Ltd	1011
6	Amentum	3931
6	American Battle Monuments Fndn	3040
6	American Drilling Company	1355
6	American Industrial Acquisition Corp (AIAC)	41350
6	American Industries	3320
6	American Standard Circuits	2040
6	AMETEK	3019, 3121, C112
6	AMI Metals	C209-210
6	Amnovis	1058, 1157
6	Amphenol Ltd	1210
6	Amprius Technologies	4832
6	Analytical AI, Inc.	3340
6	ANDALUCIA AEROSPACE	2121
7	Andalucía TRADE	2121
7	Andalusia Defense Hub	2121
7	Anduril Industries	A025, A027
7	ANELLO Photonics	2338
7	Anemo Engineering	1058, 1157
7	Angoka	1321
7	ANH Structure	4935
7	Ankit Aerospace	41135
7	Anser Aeronautics and Space Emilia-Romagna	1538
7	ANSYS UK Ltd	C221
7	Antalis Packaging Solutions	4717
7	Antonov Logistics Salis GmbH	0350
7	Antrica	4644
7	Aperam Alloys Imphy	C604
7	Apollo Aerospace Components Ltd	1130
7	Applied Aerospace & Defense	4200
7	Aquarese	1360
7	AR Procurement Services Ltd	1320
7	ARC 145 LLC	3526B
7	Archer Aviation Inc.	B020
8	ARESIA	1360
8	Argive	4238E
8	ARGOTEC	4100
8	Arista Networks UK Ltd	2002
8	Arkansas World Trade Center	3125
8	Arnprior Aerospace Inc.	41350
8	Arnprior Aerospace Portland	41350
8	ARRK Europe Ltd	1310
8	Arrowhead Products	41313
8	ARS ELECTRONICS SRL	1435
8	Ascendant Spaceflight Services, LLC	3526C
8	ASE S.p.A.	1127
8	Aselsan	2110
8	ASG Aerospace	1320
8	Ashot Ashkelon Industries Ltd	3831
8	Ashton Aerospace & Defence	1048
8	Astra Products Company	3521E
8	Astronautics Corporation of America	2035
8	Astronics	2027
8	ATC Aerospace Ltd	1317
9	ATG	41320, 41321
9	ATI	C318-321
9	AtkinsRéalis	C131-132
9	ATLA , Japan Ministry of Defense	2506
9	Atlantic Aviation Group	0390
9	Atlantic Casting & Engineering Corporation	3233
9	ATR	C214
9	AUBERT et DUVAL	1360
9	Australian Department of Defence	3311
9	Austrian Industrial Cooperation & Aviation Technology Group	3722,3726, 3728
9	Automatic Industrial Machines Ltd	1120, C413
9	Auva Certification Ltd	1120H
9	Avantus Aerospace	1151
9	Averna powered by Spherea	4715
9	Aviation & Defence Spares Ltd	4235
9	Aviation for Good	PI-07
9	Aviation Week	41020
9	AVIATRIX, INC.	2031
9	Avio Aero	B026
9	AVIOCHEM SRL	1437
10	Aviointeriors S.p.A.	1435
10	Avionica	3521D
10	AVIOREC	1435
10	AVIVA METALS	1360
10	AVP MRO - Aero Voo de Portugal lda	1451
10	AVRRC, Loughborough University	0675
10	Avtrain	0390
10	Avvron Ltd	1317
10	AWS GROUP - CUSTOMER SUPPORT	41124
10	Axillon Aerospace	3842
10	AXISCADES	2324
10	AYTANA AEROSPACE & DEFENSE	2121
10	B-Tech Engineering Ltd	3930
10	B&S Aircraft Alloys	4844
10	B2Space	4000
10	Babcock International Group	C325, 4238L
10	BAE Systems	HALL5
10	Baoji Kehui Titanium Industry Co.,Ltd	41524
10	Baoji Titanium Industry Co., Ltd	4826
10	Baoji Yongshengtai Titanium Industry Co., Ltd.	41523
11	Barnbrook Systems Ltd	1317
11	Barnes Aerospace	C113
11	Base Case, LLC	2517
11	Bauer	2030
11	BCG	C216
11	Be STEM Ready Sdn. Bhd.	0190
11	Beehive Industries	41314
11	Beijing Lizheng Technology Co., Ltd.	4945
11	BEL Engineering	3835
11	Belcan, a Cognizant company	C127
11	BETA Technologies	B024
11	Beyond Vision	0680,1451
11	BIBUS METALS Ltd	1320
11	Bihrle Applied Research Inc.	2125
11	BIKAR AEROSPACE	1134
11	BIRD Aerosystems	0380
11	Bisen Aerospace Private Limited	1052
11	Bisiach and Carru S.p.A.	1245
11	BLACKLEAF	1360
11	Bloc Digital	4105, E009, E010, E028,41314
12	Blue Aerospace	4540
12	Blue Raven	4131
12	BLUEROOM SIMULATIONS PTY LTD	3311
12	BlueWaveTel Co., Ltd.	41031
12	BMT Aerospace International	1058, 1157
12	Bodd	3311
12	Bodycote Heat Treatments Ltd	41111
12	Boellhoff Group	1024
12	Bombardier Defense	C603
12	Bond Optics	2039
12	BOTT LTD	1310
12	Bowmill Engineering and Metal Treatments Ltd	4026
12	Bralco Metals	C209-210
12	Brazilian Aerospace & Defense Cluster	41124
12	Breaker	3311
12	Bridgeways	1351
12	Bright Engineering (Precision Products) Ltd	1317
12	Briles Aerospace	1355
12	British Airways - Pioneers of Tomorrow (Friday)	PP-18
12	Broadway Group	1120, C413
13	Broetje Automation (UK) Ltd	1221
13	BROOKHOUSE AEROSPACE LTD	1310
13	BRPH	3501C
13	Bruntons Aero Products Ltd	1020
13	BSL Limited	0015
13	BTX Precision	2037
13	Business Isle of Man	1310
13	C5I S.r.L.	1435
13	CAAST SPA	1437
13	CABLEX PTY LTD	3311
13	Cadence Design Systems	2528
13	CAE Inc	C122-122A
13	California Governor's Office of Business and Economic Development	2338
13	Callen-Lenz	1331
13	CALLINGTON	3311
13	Cambridge Aerospace	0620
13	Capabilities Beyond Engineering LTD	1320
13	Capgemini	C130, 1211
13	Carbon8Lighting	4648
13	Carter Manufacturing Limited	1031
