59	Tridan Engineering Ltd	1551
59	Triman Industries	4131
59	Tritech Group	4617
59	Triumph Group	0095
59	True Blue Power	2522
59	Tsubaki Nakashima	4022
59	TT Electronics	4118
59	TT Electronics PLC	1310
59	TTM Technologies, Inc.	C409
59	TTTECH Computertechnik AG	3722,3726, 3728
59	TUALCOM	1528
59	TUBIFLEX SPA	1245
59	Turbomak	4841
59	Turbulence Solutions GmbH	3722,3726, 3728
59	TÜV SÜD	4040
59	TW Metals Ltd	3528
60	Twente Airport	1353
60	TWI Limited	1046
60	Type One Ventures	4300
60	UACH - Universidad Autónoma de Chihuahua	3320
60	UAVE Ltd	1221
60	Ubloquity	1321
60	UK Civil Aviation Authority	41518
60	UK Export Finance	3704
60	UK Hub for Quantum Enabled Position, Navigation & Timing	PI-13
60	UK Precision Ltd	1120, C413
60	UK Research and Innovation	1110, 4710
60	UK Space Agency	4510
60	Ulbrich Stainless Steels & Special Metals, Inc.	2516
60	Ultima Forma	1317
60	Ultra PCS / Eaton	C128
60	Ultrax Aerospace Inc.	3133
60	UMBRAGROUP SpA	1145,1147
60	Umbria Aerospace Cluster	1145,1147
60	Umbria Aerospace Systems S.p.A.	1145,1147
60	Unison, a GE Aerospace company	4920,B026
61	United Machining Mill AG - LIECHTI	4517
61	United Performance Metals	3742
61	United Performance Metals Ltd	1321
61	United Ukranian Stand	0100
61	Universal Stainless and Alloy Products	C604
61	University of California, San Diego	2338
61	University of New Hampshire Space Tech Hub	2039
61	University of Nottingham	1026
61	UOCEAN x Aerosparx "Heights of Possibility"	PP-09
61	UPS Lakshmi Private Limited	1054
61	US Aluminum Castings	1351
61	US Aviation Training Solutions (USATS)	3526G
61	UVEX SAFETY (UK) LTD	0575
61	Vac Aero International	C223, 4225, 4525, 4623A, 4722
61	VACUUMSCHMELZE GmbH & Co. KG	4018
61	Valbruna UK Ltd	1320
61	Valcor Engineering Corporation	2539
61	Valence Surface Technologies	41145
61	Valuechain	1520
61	Van-Am Tool & Engineering	3133
62	Vanzetti Engineering	1245
62	Varzene Metal	4024
62	VDL ETG Switzerland AG	4517
62	VectaCore GmbH	3722,3726, 3728
62	Venus Aerospace	3545
62	Vericut	1317
62	Vermont Aerospace Inc.	41350
62	Vertical Aerospace	41000, C314-314A
62	Vertical Aviation International	4800
62	Verus Aerospace	3345
62	VESTA	3320
62	VGA SRL	1145,1147
62	Viasat	4310
62	Vibrac LLC	2332
62	VIMI FASTENERS S.P.A.	1250
62	VINCENTI OFFICINE srl	1245
62	Virginia Economic Development Partnership	2125
62	VISIONARY MACHINES PTY LTD	3311
62	Vista Global - Pioneers of Tomorrow (Friday)
62	voestalpine High Performance Metals Aerospace & Power Industry	2305
63	Volatus Aerospace Inc.	C223, 4225, 4525, 4623A, 4722
63	Volz Servos / AEE / Hirth Engines	0520
63	VPT, Inc.	2125
63	Wales	1221
63	Wales	3704
63	Walker AEC Ltd	1320
63	Wall Colmonoy Corporation	2322
63	Wallwork Heat Treatment Ltd	1000
63	Walter Praguecast a.s	41312
63	Walzwerke Einsal GmbH	1055
63	Washington Aerospace Training & Research Center - WATR	1351
63	Washington State	1351
63	Watlow	41320, 41321
63	Wave Mechanics Private Limited	0075
63	Weiss Technik UK	1320
63	Weldmac	1355
63	Wenzel UK	1310
63	West Virginia Economic Development	2431
63	Western Superconducting Technologies Co.,Ltd	41413
63	WESTERN TITANIUM TECHNOLOGIES CO., LTD.	41546
64	WFL Millturn Technologies GmbH & Co. KG	3722,3726, 3728
64	WHI Global	2127
64	Wichita State University	4605
64	Wieland Busby Metals	3020
64	William Cook Cast Products Ltd	0055
64	Windracers	4350
64	WITTENSTEIN motion control GmbH	4135
64	Wolften	1231, C119-120
64	Woorim PTS Co., Ltd	4935
64	World Fuel Services (Australia) PTY LTD	3311
64	World Trade Center Utah	2517
64	WSU Tech - National Center for Aviation Training	4605
64	Wuxi Paike New Materials Technology Co., Ltd.	0130, 41140, 41340. 41546
64	X-Bow Systems	3545
64	XI'AN XRUN NEW MATERIAL CO.,LTD	4945
64	XPONENTIAL Europe	4150
64	Yarde Metals	C209-210
64	YEONHAB PRECISION CO., LTD	4833
64	Yulkok Ltd.	4935
64	ZB3 Technologies Ltd - HALOSENSOR	1560
65	ZEISS Microoptics	C404
65	Zenith Aviation, Inc.	2125
65	Zenix Aerospace	4303
65	Zero Emissions Aerospace	0760
65	ZeroAvia	1113
65	Zhejiang Jiuli Hi-Tech Metals Co., Ltd.	3924
65	Zhejiang King-Mazon Intelligent Manufacturing Corp., Ltd.	3925
65	Zhejiang Shenji Titanium Industry Co., Ltd.	4050
65	Zhejiang Tianhe Aerospace Development Foundation	4600
65	ZIROM SA	0150
65	Zoerkler Gears GmbH & Co KG	3722,3726, 3728
65	Zoppas Industries Heating Element Technologies	1545
