27	GTA Aerospace Technologies Corp.	4935
27	Guangzhou Bayern Messe Co.,Ltd.	41521,41522,41523,41524,41525, 41526,41528,41529, 41530,41531
27	Gulfstream International Corporation	2540
27	H3R Inc.	41031
27	Hampshire Futures - Pioneers of Tomorrow (Friday)	PI-10
27	HandyTube	C118
27	Hankuk Carbon	4935
27	Hanstar Technologies Co., Ltd.	41520
27	Hanwha Aerospace	C312
27	Harlow Wichita	C326-327
27	Harmonic Drive SE	41141
27	Härtha Group	1353
27	Haynes International	C603
27	HDR	1351
27	Heamar Company Limited	4315
27	Hebei Grande Precision Machinery Co.,Ltd	41531
27	HEGGEMANN AG	4731
27	HEICO	4540
27	Heinz Berger Maschinenfabrik GmbH and Co. KG	4150
27	HELITAK FIRE FIGHTING EQUIPMENT PTY LTD	3311
28	Helix	1320
28	Helix Linear Technologies	0570
28	Heller Machine Tools Ltd	1320
28	HellermannTyton Ltd	0360
28	Hellios Information Limited	1120P
28	Hempel Special Metals	41532
28	HEO	3311
28	Hermith GmbH	4724
28	Héroux-Devtek Inc	4321
28	Hewland Engineering ltd	1320
28	Hexagon	3531
28	Hexcel	C211-212
28	Hical Technologies Private Limited	41135
28	High Value Manufacturing Catapult	1111
28	Hillsboro Aero Academy	2031
28	Hindustan Aeronautics Limited	4947, C408
28	HISPANO AERONAUTICA	2121
28	HITEC Sensors	2513
28	HMS MAKINA SANAYI VE TICARET A.S.	41347
28	Ho-Ho-Kus, Inc.	2038
29	Hobart Machined Products Inc	1351
29	Honeywell Aerospace	C134
29	Honeywell Control Systems Ltd	4921
29	Horizon Aircraft Ltd	4625
29	Houston Precision Fasteners	1341
29	Hover Inc.	1351
29	Howco	4836
29	Howmet Aerospace	C224-225
29	Howmet Aerospace | Fastening Systems	C313
29	HQW Aerospace	1532
29	HR Smith Group	1060
29	HTC Srl - A NCM Company	1145,1147
29	HTS Vacuum Furnaces	1104
29	Hughes Network Systems Europe	4414
29	Hummingbird Aero International	0390
29	Hummingbird Aero LLC	2517
29	Hunan Xiangtou Goldsky Titanium Industry Technology Co., Ltd.	0130, 41140, 41340. 41546, 41544
29	HUNAN XIANGTOU GOLDSKY TITANIUM METAL CO.,LTD.	0130, 41140, 41340. 41546, 41544
29	HunterNet Co-Operative	3311
29	Hurst Green Plastics Limited	1326
